model_name,scan_name,mean_ssim,mean_mse,mean_psnr,mean_mae,mean_pred_avg_intensity,mean_pred_rms_intensity,sample_avg_ssim,sample_avg_psnr,sample_avg_mse,sample_avg_mae,sample_avg_intensity,sample_rms_intensity,mean_std,rmv,ause,spearman_corr_uncert_err,pearson_corr_uncert_err,mpiw_95
0% 0%,p08_01,0.9441278576850891,0.0004542846290860325,33.42671957475602,0.011738762259483337,0.11057008802890778,0.2135474681854248,0.9441278576850891,33.42671957475602,0.0004542846290860325,0.011738762259483337,0.11057008802890778,0.2135474681854248,0.0,0.0,0.6259878660361573,-0.0698603168129921,0.0,0.0
0% 0%,p08_02,0.9577369689941406,0.00028352337540127337,35.47411129401461,0.01041095145046711,0.10967621952295303,0.2122216373682022,0.9577369689941406,35.47411129401461,0.00028352337540127337,0.01041095145046711,0.10967621952295303,0.2122216373682022,0.0,0.0,0.6372089102410122,-0.05698695033788681,0.0,0.0
0% 0%,p08_04,0.9577451944351196,0.0002777170739136636,35.56397419210688,0.010164323262870312,0.10935159772634506,0.21274246275424957,0.9577451944351196,35.56397419210688,0.0002777170739136636,0.010164323262870312,0.10935159772634506,0.21274246275424957,0.0,0.0,0.6447175133894708,-0.05317683145403862,0.0,0.0
0% 0%,p08_05,0.9648274183273315,0.00025971391005441546,35.855047893075636,0.009585144929587841,0.10854078829288483,0.21098381280899048,0.9648274183273315,35.855047893075636,0.00025971391005441546,0.009585144929587841,0.10854078829288483,0.21098381280899048,0.0,0.0,0.5999055037131684,-0.07634423673152924,0.0,0.0
0% 0%,p09_01,0.9637104868888855,0.0003059871378354728,35.14296828696462,0.010402177460491657,0.1610979288816452,0.2477734535932541,0.9637104868888855,35.14296828696462,0.0003059871378354728,0.010402177460491657,0.1610979288816452,0.2477734535932541,0.0,0.0,0.6990530259462331,-0.011222773231565952,0.0,0.0
0% 0%,p09_02,0.9621612429618835,0.0002685193030629307,35.71024488689248,0.010095703415572643,0.16406261920928955,0.24995149672031403,0.9621612429618835,35.71024488689248,0.0002685193030629307,0.010095703415572643,0.16406261920928955,0.24995149672031403,0.0,0.0,0.7528077130112925,0.025532212108373642,0.0,0.0
15% 0%,p08_01,0.9467426538467407,0.0004361109749879688,33.60402983914193,0.011229128576815128,0.10998325049877167,0.21272683143615723,0.9467426538467407,33.60402983914193,0.0004361109749879688,0.011229128576815128,0.10998325049877167,0.21272683143615723,0.0,0.0,0.6350278429624765,-0.06588373333215714,0.0,0.0
15% 0%,p08_02,0.9602492451667786,0.0002542741422075778,35.94697802103262,0.009942702949047089,0.10893531143665314,0.21143028140068054,0.9602492451667786,35.94697802103262,0.0002542741422075778,0.009942702949047089,0.10893531143665314,0.21143028140068054,0.0,0.0,0.6264771422206119,-0.05268748104572296,0.0,0.0
15% 0%,p08_04,0.9609012603759766,0.0002487806777935475,36.04183353295957,0.009636064060032368,0.10857789218425751,0.2118995636701584,0.9609012603759766,36.04183353295957,0.0002487806777935475,0.009636064060032368,0.10857789218425751,0.2118995636701584,0.0,0.0,0.6324213624785605,-0.05146041885018349,0.0,0.0
15% 0%,p08_05,0.9677306413650513,0.00021897736587561667,36.59600772754981,0.008979864418506622,0.10780711472034454,0.21018636226654053,0.9677306413650513,36.59600772754981,0.00021897736587561667,0.008979864418506622,0.10780711472034454,0.21018636226654053,0.0,0.0,0.578759062924992,-0.07569102942943573,0.0,0.0
15% 0%,p09_01,0.9676048159599304,0.000258198706433177,35.88045937864875,0.009640565142035484,0.15993252396583557,0.24680989980697632,0.9676048159599304,35.88045937864875,0.000258198706433177,0.009640565142035484,0.15993252396583557,0.24680989980697632,0.0,0.0,0.6973408887186325,-0.026392582803964615,0.0,0.0
15% 0%,p09_02,0.9645383954048157,0.0002496583038009703,36.0265398444578,0.009667633101344109,0.16271016001701355,0.2488989233970642,0.9645383954048157,36.0265398444578,0.0002496583038009703,0.009667633101344109,0.16271016001701355,0.2488989233970642,0.0,0.0,0.7609185540704899,-0.01807289943099022,0.0,0.0
15% 15%,p08_01,0.9468129873275757,0.0004284519236534834,33.680979029435484,0.01122213900089264,0.110382080078125,0.213286891579628,0.9468129873275757,33.680979029435484,0.0004284519236534834,0.01122213900089264,0.110382080078125,0.213286891579628,0.0,0.0,0.6319485874238054,-0.06668165326118469,0.0,0.0
15% 15%,p08_02,0.9602558016777039,0.000248957599978894,36.03874611390866,0.009944409132003784,0.10932185500860214,0.21200038492679596,0.9602558016777039,36.03874611390866,0.000248957599978894,0.009944409132003784,0.10932185500860214,0.21200038492679596,0.0,0.0,0.6224140240680395,-0.0562598742544651,0.0,0.0
15% 15%,p08_04,0.9609924554824829,0.0002418062649667263,36.165324511790054,0.009624100290238857,0.10896401107311249,0.21245093643665314,0.9609924554824829,36.165324511790054,0.0002418062649667263,0.009624100290238857,0.10896401107311249,0.21245093643665314,0.0,0.0,0.6274673571084887,-0.05438674986362457,0.0,0.0
15% 15%,p08_05,0.9678102731704712,0.00021283756359480321,36.71951721197178,0.008963093161582947,0.10818395763635635,0.21076847612857819,0.9678102731704712,36.71951721197178,0.00021283756359480321,0.008963093161582947,0.10818395763635635,0.21076847612857819,0.0,0.0,0.5730653733357756,-0.07797390222549438,0.0,0.0
15% 15%,p09_01,0.9684159159660339,0.0002486156881786883,36.044714699242036,0.009456277824938297,0.16052737832069397,0.24743448197841644,0.9684159159660339,36.044714699242036,0.0002486156881786883,0.009456277824938297,0.16052737832069397,0.24743448197841644,0.0,0.0,0.7004485273445522,-0.0010477888863533735,0.0,0.0
15% 15%,p09_02,0.9654580950737,0.00023464011610485613,36.295977351294226,0.009472004137933254,0.1636102944612503,0.24970293045043945,0.9654580950737,36.295977351294226,0.00023464011610485613,0.009472004137933254,0.1636102944612503,0.24970293045043945,0.0,0.0,0.7543948093277245,-0.00040637690108269453,0.0,0.0
15% 30%,p08_01,0.9466403126716614,0.00043047236977145076,33.66054718869765,0.011279668658971786,0.11040104925632477,0.21318364143371582,0.9466403126716614,33.66054718869765,0.00043047236977145076,0.011279668658971786,0.11040104925632477,0.21318364143371582,0.0,0.0,0.6300375998121839,-0.06748358905315399,0.0,0.0
