model_name,ause_platt,ause_platt,ece_weighted_abs_10bins_platt,ece_weighted_abs_10bins_platt,ece_weighted_sq_10bins_platt,ece_weighted_sq_10bins_platt,ece_unweighted_abs_10bins_platt,ece_unweighted_abs_10bins_platt,ece_unweighted_sq_10bins_platt,ece_unweighted_sq_10bins_platt,ece_weighted_abs_20bins_platt,ece_weighted_abs_20bins_platt,ece_weighted_sq_20bins_platt,ece_weighted_sq_20bins_platt,ece_unweighted_abs_20bins_platt,ece_unweighted_abs_20bins_platt,ece_unweighted_sq_20bins_platt,ece_unweighted_sq_20bins_platt,ece_weighted_abs_50bins_platt,ece_weighted_abs_50bins_platt,ece_weighted_sq_50bins_platt,ece_weighted_sq_50bins_platt,ece_unweighted_abs_50bins_platt,ece_unweighted_abs_50bins_platt,ece_unweighted_sq_50bins_platt,ece_unweighted_sq_50bins_platt,ence_10bins_platt,ence_10bins_platt,ence_20bins_platt,ence_20bins_platt,ence_50bins_platt,ence_50bins_platt,nll_platt,nll_platt,mpiw_68_platt,mpiw_68_platt,mpiw_95_platt,mpiw_95_platt,ause_iso,ause_iso,ece_weighted_abs_10bins_iso,ece_weighted_abs_10bins_iso,ece_weighted_sq_10bins_iso,ece_weighted_sq_10bins_iso,ece_unweighted_abs_10bins_iso,ece_unweighted_abs_10bins_iso,ece_unweighted_sq_10bins_iso,ece_unweighted_sq_10bins_iso,ece_weighted_abs_20bins_iso,ece_weighted_abs_20bins_iso,ece_weighted_sq_20bins_iso,ece_weighted_sq_20bins_iso,ece_unweighted_abs_20bins_iso,ece_unweighted_abs_20bins_iso,ece_unweighted_sq_20bins_iso,ece_unweighted_sq_20bins_iso,ece_weighted_abs_50bins_iso,ece_weighted_abs_50bins_iso,ece_weighted_sq_50bins_iso,ece_weighted_sq_50bins_iso,ece_unweighted_abs_50bins_iso,ece_unweighted_abs_50bins_iso,ece_unweighted_sq_50bins_iso,ece_unweighted_sq_50bins_iso,ence_10bins_iso,ence_10bins_iso,ence_20bins_iso,ence_20bins_iso,ence_50bins_iso,ence_50bins_iso,nll_iso,nll_iso,mpiw_68_iso,mpiw_68_iso,mpiw_95_iso,mpiw_95_iso
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
BBB pi=0.75 mu=0.0 sigma1=1e-1 sigma2=1e-3 beta=1e-2 (50),0.1915638424894747,0.027161979405825685,0.03212162213818139,0.010451931348344915,0.0016451325217741498,0.0009233255845344982,0.03072908706135219,0.010045328364415906,0.0015800208932137433,0.0009198437237233831,0.03490370636751491,0.011253177836291251,0.0018347027710231606,0.0010523189204318733,0.03533960849569554,0.011463842795308333,0.0018645688341939516,0.0010878730807884066,0.036782735698749076,0.011789917751670615,0.0019519553521346288,0.0011318676844160292,0.03789369711583974,0.012249259567813009,0.0020071589387088196,0.0011756560792256846,0.6021155140758219,0.1715793697442043,0.6086916300736238,0.17431262350106833,0.6103174758696386,0.1740137848719955,-2.4696066,0.34775930988186593,0.02528931,0.0031688749713723184,0.049842406,0.006245495739279777,0.19163474325799376,0.02714367616893537,0.024996650060881354,0.005934008787522914,0.0009834085900781238,0.0004232543663658103,0.023074749708175663,0.005479399106280405,0.0009144398378125358,0.00041500389863226945,0.025927230361393102,0.005741399725595508,0.0010245969280511704,0.0004263260617227826,0.025305226978502775,0.005566909872549089,0.0009986221627314613,0.0004232169029006043,0.026670139206672227,0.005743045075987463,0.0010496670125970029,0.0004332692073834496,0.026640659711798843,0.005649032710022832,0.0010444430178386899,0.00043153578483841706,0.16532034191868492,0.11085926452054931,0.16643986060576133,0.10956868627975146,0.16722638811065926,0.10944149259626658,-2.838951116679395,0.19767765176122812,0.030429511634504202,0.0024941454658096844,0.0599731249334279,0.004915678549817294
