model_name,mean_ssim,mean_ssim,mean_mse,mean_mse,mean_psnr,mean_psnr,mean_mae,mean_mae,sample_avg_ssim,sample_avg_ssim,sample_avg_psnr,sample_avg_psnr,sample_avg_mse,sample_avg_mse,sample_avg_mae,sample_avg_mae,mean_std,mean_std,rmv,rmv,ause,ause,spearman_corr_uncert_err,spearman_corr_uncert_err,pearson_corr_uncert_err,pearson_corr_uncert_err,mpiw_95,mpiw_95
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
MC Dropout 15% (25),0.901108558177948,0.031941714406753856,0.0013005800556857138,0.0006704959619966074,29.446381437614264,2.368166969996836,0.024756318740546703,0.007421156684694247,0.8976453462600708,0.03210413634200212,29.224579331736063,2.3134022348249377,0.0013608322340995073,0.0006878325007000317,0.02534851876795292,0.007460063759484774,0.006628247480839491,0.0013124290018086664,0.0076598175056278705,0.0012826455118584222,0.27326397746700753,0.08269536770982176,0.49174901604652405,0.1598629019170424,0.44226483106613157,0.09880545529166991,0.025982255,0.0051446245
MC Dropout 15% (30),0.9011342167854309,0.03193886493596607,0.001300125706475228,0.0006703184826397693,29.44807323971351,2.3686027266064476,0.024751632735133172,0.007420394497389025,0.8976468048890431,0.032101602551090395,29.224671098264945,2.313373546895828,0.001360791139343443,0.0006877533158647241,0.02534800620749593,0.0074594308593659885,0.006663484666496515,0.0013182125935078943,0.007686227578669786,0.0012858792953936054,0.27146987499496666,0.08214609276028545,0.49410991072654725,0.1591812895535437,0.4456220471858978,0.09840173841083796,0.02612038,0.005167295
MC Dropout 15% (35),0.9011478662490845,0.03193865859280198,0.0012999274069443346,0.0006702981388560848,29.44890168260981,2.3689823697811936,0.024749495312571524,0.007420400050780552,0.8976432185173034,0.03210205902883696,29.224389783921104,2.313478554789952,0.00136089162269075,0.0006878224912617027,0.02534883038486753,0.007459633025212558,0.00668866939842701,0.0013232944723694092,0.007705077212303877,0.0012893708974453207,0.27021087314227865,0.08174843322443727,0.49582018673419953,0.15864747021618056,0.4480436933040619,0.09800816582586867,0.026219103,0.005187217
MC Dropout 15% (40),0.9011597394943237,0.03193704868405165,0.001299705500714481,0.000670200453058859,29.44971647875215,2.369181349483255,0.02474742017686367,0.007419951560290777,0.8976418339014053,0.03210106298073597,29.224365032084364,2.3134830876268144,0.0013608938904071694,0.0006877900508780482,0.025349001094698904,0.007459307583685286,0.0067075671628117565,0.0013271347659822158,0.007719174791127444,0.0012920863555686746,0.26923384438387254,0.08142201925177743,0.497120823264122,0.15821956286823013,0.44988620042800903,0.0977004508208534,0.02629318,0.0052022766
MC Dropout 15% (45),0.9011680126190186,0.031934153057073145,0.001299560038605705,0.0006701339911612376,29.45021648793443,2.3692057927783465,0.02474603772163391,0.007419569773208304,0.8976397820048863,0.032098564617739515,29.224199168316215,2.313342482465467,0.0013609270459144479,0.0006877770643597095,0.02534939983818266,0.007459010552325391,0.006722460277378559,0.001330003233806818,0.007730421684682369,0.0012940531813458087,0.26847913256366995,0.081151936989685,0.498129665851593,0.15789835351013717,0.451294846534729,0.09751174820980882,0.02635156,0.0052135163
MC Dropout 15% (50),0.9011754083633423,0.03193362534833454,0.00129941153107211,0.0006700773339931076,29.45074379169034,2.3692660221449997,0.024744637422263623,0.007419490469828794,0.897639040184021,0.032098233661528565,29.224190693272345,2.31324886785167,0.0013609173292061314,0.0006877546240046525,0.025349429332464934,0.007458967084686029,0.006734245587140321,0.0013320085310527584,0.00773921063169837,0.0012951904037661816,0.2678754155839361,0.08094620410151551,0.4989514017105103,0.15763148496099752,0.45243978142738345,0.09732567623677428,0.02639776,0.005221377
Ensemble (08),0.901370894908905,0.03271101841098293,0.0013069886632729323,0.0006855080584832942,29.449861416450467,2.4217208337116403,0.02474455177783966,0.007516916106843552,0.8882717940211297,0.034120983675309066,28.677949705465952,2.2707342623968945,0.0015373025336884894,0.0007657630789051585,0.02693715357221663,0.007776703364938634,0.012718071229755878,0.002826570086199753,0.014908116459846497,0.0028978992994010103,0.2960631693611245,0.0901277494186679,0.4633935183286667,0.16837671150150935,0.40022858917713167,0.10455479773095334,0.04985392,0.01107994941266803
Ensemble (09),0.901559476852417,0.03271379724920095,0.00130427724448964,0.00068476775979358,29.459797351000198,2.423069919010008,0.024709711894392968,0.007518951036437388,0.8882995708783468,0.03410033495286149,28.67641285289803,2.2687471221019915,0.0015376068773265514,0.000765784486111328,0.026933137385381594,0.007776148420019134,0.012859022989869118,0.0028392993452398666,0.015007875300943852,0.00290354257010929,0.29183285187944086,0.08918787386906815,0.46859718561172486,0.16773810021312066,0.40761647284030916,0.10493178339979063,0.050406445,0.01112984963762101
Ensemble (10),0.9018455719947815,0.03266955721644202,0.0012995694659184666,0.0006832359040733997,29.47678678675247,2.425432497939726,0.024657701216638087,0.007514206064413858,0.8883982524871825,0.03408569584065987,28.682275514553563,2.2704272054780055,0.0015357626308687032,0.0007652832824692669,0.026913209203630686,0.007775722626188454,0.01299184314906597,0.0028731654867445227,0.015098152942955493,0.0029295422974161306,0.28861443987744595,0.08805050284197098,0.47268340826034544,0.16709474297742224,0.41374132454395296,0.10466369481481666,0.050927095,0.011262597698495374
FDK (01),0.7727389097213745,0.04090194378427623,0.004818584811873734,0.0021773202424791365,23.59566269671733,1.9818825790993733,0.04966996520757675,0.012471234341267429,0.7727389097213745,0.04090194378427623,23.59566269671733,1.9818825790993733,0.004818584811873734,0.0021773202424791365,0.04966996520757675,0.012471234341267429,0.0,0.0,0.0,0.0,0.6097291414716084,0.04884132805094312,-0.03832366282947078,0.05744847065687764,0.0,0.0,0.0,0.0
